item_id,timestamp,target,volume_demand,volume_production,price_lag_1d,price_lag_7d,price_lag_30d,month_sin,month_cos,Fill_Level,Avg_Temp,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,is_weekend_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year_2017,year_2018,season_Spring,season_Summer,season_Winter
473,2017-05-16,29.56125,-0.19107175619465083,0.15328316264956413,0.050651371706829984,0.29798788877838217,-0.15829761460915004,0.8660254037844387,-0.4999999999999998,-1.2322557002534709,0.5675549478940687,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
474,2017-05-17,27.192916666666665,-0.7584778852305998,-0.3373543642172214,-0.1603168804341361,0.48479875480042894,-0.17139307453168,0.8660254037844387,-0.4999999999999998,-1.1773947783333214,0.5675549478940687,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
475,2017-05-18,27.115,-0.3649209535292545,-0.23008610015532074,-0.42299892756869306,0.16295407868095715,0.36115562898451836,0.8660254037844387,-0.4999999999999998,-1.1225338564131722,0.5675549478940687,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
476,2017-05-19,26.88791666666667,-0.5197724340207566,-0.32895446610731566,-0.43164100054796156,-0.038422020858905566,0.570833510272835,0.8660254037844387,-0.4999999999999998,-1.0676729344930223,0.3138665587269077,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
477,2017-05-20,23.552083333333332,-0.7953828155330598,-1.105005922230242,-0.4568277907816581,-0.07342556592591365,-0.047914427522694696,0.8660254037844387,-0.4999999999999998,-1.012812012572873,0.3138665587269077,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
478,2017-05-21,19.004583333333333,-0.861099993132307,-1.3237163127689027,-0.8268194285999662,-0.22457510214143833,-0.17746414982143466,0.8660254037844387,-0.4999999999999998,-0.9579510906527231,0.4407107533104882,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
479,2017-05-22,25.90833333333333,-0.45755634623247343,-0.5739862764996867,-1.3312022333899998,0.07542172370131084,-0.21183346034608047,0.8660254037844387,-0.4999999999999998,-0.9030901687325739,0.4407107533104882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
480,2017-05-23,25.552083333333332,-0.4533665174423026,-0.7389842750871187,-0.5654775959916063,-0.13906308600458556,-0.17886902674798955,0.8660254037844387,-0.4999999999999998,-0.8619268082012526,0.4407107533104882,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
481,2017-05-24,25.532083333333333,-0.6052908572721794,-0.9675554155808858,-0.604990817367406,-0.4061236902473711,-0.10360776282540644,0.8660254037844387,-0.4999999999999998,-0.8207634476699311,0.4407107533104882,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
482,2017-05-25,24.740416666666665,-0.7922260952116982,-1.5957477956573989,-0.6072091034797316,-0.4149098149823115,0.3519235806100147,0.8660254037844387,-0.4999999999999998,-0.7796000871386098,0.4407107533104882,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
483,2017-05-26,25.81125,-0.7659966190869332,-1.1201100868440164,-0.69501626209262,-0.44051643519911576,0.4715388160709733,0.8660254037844387,-0.4999999999999998,-0.7384367266072892,0.4407107533104882,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
484,2017-05-27,24.5325,-1.0760439495595409,-1.6004433908741162,-0.5762455264951865,-0.8166753369527648,0.4778607622404705,0.8660254037844387,-0.4999999999999998,-0.6972733660759678,0.4407107533104882,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
485,2017-05-28,21.338333333333335,-1.0958451952117159,-2.1090024394847062,-0.7180771948020048,-1.3294655260283732,0.44399319347530813,0.8660254037844387,-0.4999999999999998,-0.6561100055446465,0.4407107533104882,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
486,2017-05-29,26.07875,-0.7015995245311639,-0.7975226954555293,-1.0723559726580059,-0.5509772868132591,0.08293982335070305,0.8660254037844387,-0.4999999999999998,-0.6149466450133251,0.4407107533104882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
487,2017-05-30,26.69541666666667,-0.6689992128487425,-0.7276105000066252,-0.5465759497428317,-0.5911491405478793,-0.1910613515034476,0.8660254037844387,-0.4999999999999998,-0.5351046800588496,0.4407107533104882,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
488,2017-05-31,25.459999999999997,-0.6897187771398589,-1.2099524753238764,-0.4781787946127919,-0.593404402511928,-0.18172895477704723,0.8660254037844387,-0.4999999999999998,-0.4552627151043733,0.4407107533104882,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
489,2017-06-01,26.259583333333335,-0.6825444127731285,-0.6969065246173116,-0.6152041763429053,-0.6826751885888621,0.11735930805129721,0.5000000000000003,-0.8660254037844385,-0.3754207501498977,-0.5740428033581556,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
490,2017-06-02,27.034583333333337,-0.6303724350982673,-0.5615429491753855,-0.5265189461438875,-0.561924704263746,0.10230705526678059,0.5000000000000003,-0.8660254037844385,-0.2955787851954214,-0.5740428033581556,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
491,2017-06-03,26.32375,-0.8154710357599037,-1.148257571504228,-0.44056035929127013,-0.7061205160901199,-0.0277444087914428,0.5000000000000003,-0.8660254037844385,-0.21573682024094581,-0.5740428033581556,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
492,2017-06-04,24.46666666666667,-1.0467151480283479,-1.8891442367819593,-0.519401944866843,-1.0663046455984222,0.05333705954115324,0.5000000000000003,-0.8660254037844385,-0.13589485528646952,-0.5740428033581556,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
493,2017-06-05,24.795833333333334,-1.0585958954196528,-1.611269346512659,-0.7253790532550763,-0.5317605754945927,-0.004664287855183581,0.5000000000000003,-0.8660254037844385,-0.05605289033199396,-0.5740428033581556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
494,2017-06-06,20.429583333333333,-0.8724067913742738,-1.6233474608756602,-0.6888697609897175,-0.4622233316030859,-0.21479373672703572,0.5000000000000003,-0.8660254037844385,-0.014575501861474787,-0.5740428033581556,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
495,2017-06-07,18.312083333333337,-0.8687335168185082,-1.7567023650304352,-1.1731493478868005,-0.6015327425073544,0.03758236829335938,0.5000000000000003,-0.8660254037844385,0.026901886609044388,-0.5740428033581556,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
496,2017-06-08,23.330416666666665,-0.7825263545878792,-0.8918780726714565,-1.4080103900292733,-0.5113692485696507,0.38920299333966785,0.5000000000000003,-0.8660254037844385,0.06837927507956357,-0.3203544141909947,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
497,2017-06-09,24.87875,-0.7838464376313578,-0.7292539583324763,-0.851405433011575,-0.4239778474627573,0.5886955169104614,0.5000000000000003,-0.8660254037844385,0.10985666355008274,0.8212433370612297,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
498,2017-06-10,24.1825,-1.1011255273856289,-1.3784982569639392,-0.6796731164823677,-0.5041336164349941,0.24500241166399886,0.5000000000000003,-0.8660254037844385,0.1513340520206019,0.8212433370612297,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
499,2017-06-11,20.964166666666667,-1.0739203377069884,-1.63132997274408,-0.7568972017677027,-0.7135440867217804,0.02995589354920439,0.5000000000000003,-0.8660254037844385,0.1928114404911211,0.8212433370612297,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
500,2017-06-12,21.765,-0.7556081394839081,-1.350481205504192,-1.1138564086760974,-0.6764262335634764,-0.007423867532345018,0.5000000000000003,-0.8660254037844385,0.23428882896164027,0.8212433370612297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
501,2017-06-13,22.225,-0.9000711403723852,-1.190230975413663,-1.0250325355950598,-1.1687781110898923,-0.16883419155831195,0.5000000000000003,-0.8660254037844385,0.26095775209064553,1.0749317262283906,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
502,2017-06-14,24.145416666666662,-0.8200626289546111,-0.8601045450383352,-0.9740119550115709,-1.4075539715335643,0.15152792187215053,0.5000000000000003,-0.8660254037844385,0.2876266752196508,-0.06666602502383373,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
503,2017-06-15,24.8,-0.7965307138317362,-0.6674547079524565,-0.761010273934307,-0.8416711570543064,-0.07751719133224408,0.5000000000000003,-0.8660254037844385,0.3142955983486561,-0.06666602502383373,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
504,2017-06-16,22.685833333333335,-0.9735366314877009,-1.435732345327706,-0.6884076180496498,-0.6670762933375239,-0.3627072074228859,0.5000000000000003,-0.8660254037844385,0.34096452147766065,-0.06666602502383373,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
505,2017-06-17,22.317916666666665,-1.1534122948903578,-1.6141127902827828,-0.9228989458400685,-0.7455876004609746,-0.37208977832523465,0.5000000000000003,-0.8660254037844385,0.3676334446066659,-0.06666602502383373,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
506,2017-06-18,23.878333333333337,-1.2661359078204213,-1.5724002527742762,-0.9637061674480585,-1.1084968381758362,-0.39943470421710603,0.5000000000000003,-0.8660254037844385,0.3943023677356712,-0.06666602502383373,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
507,2017-06-19,24.729583333333338,-0.9040887844177539,-0.7178280099717972,-0.7906336363926542,-1.01819239036538,-0.8011291568599067,0.5000000000000003,-0.8660254037844385,0.42097129086467644,-0.06666602502383373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
508,2017-06-20,24.374583333333337,-0.8368219441152923,-0.7855228410128068,-0.6962178337367957,-0.9663213651922563,-1.3487301131606213,0.5000000000000003,-0.8660254037844385,0.434931693370902,0.9480875316448101,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
509,2017-06-21,24.8425,-0.745162264965949,-0.6058380640530866,-0.7355924122305751,-0.7497692320193158,-0.5173941918717685,0.5000000000000003,-0.8660254037844385,0.4488920958771268,0.9480875316448101,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
510,2017-06-22,25.2975,-0.7343146260434531,-0.5147956901289541,-0.6836937600609578,-0.6759563873209662,-0.5602931123076408,0.5000000000000003,-0.8660254037844385,0.4628524983833523,0.9480875316448101,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
511,2017-06-23,25.005416666666665,-0.7734579580283322,-0.6422028403425536,-0.6332277510055505,-0.9143563707706306,-0.5627014727531634,0.5000000000000003,-0.8660254037844385,0.4768129008895771,0.9480875316448101,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
512,2017-06-24,22.47,-1.1284455068941373,-1.899004986737066,-0.6656239711043057,-0.9558437939842797,-0.6580324070551021,0.5000000000000003,-0.8660254037844385,0.4907733033958026,0.9480875316448101,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
513,2017-06-25,19.826666666666664,-1.1774607642476373,-2.0393250237966383,-0.9468379501355826,-0.7798863761642173,-0.5290847748677426,0.5000000000000003,-0.8660254037844385,0.5047337059020274,0.9480875316448101,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
514,2017-06-26,22.730833333333333,-0.8031885239640619,-1.2220305896868775,-1.2400214313146163,-0.6838967888193879,-0.683069320853348,0.5000000000000003,-0.8660254037844385,0.5186941084082529,0.9480875316448101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
515,2017-06-27,23.70958333333333,-0.7185310244366466,-0.8126268600693037,-0.917907802087336,-0.7239276886812551,-1.0677045536736958,0.5000000000000003,-0.8660254037844385,0.5193985161777499,0.9480875316448101,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
516,2017-06-28,23.61791666666667,-0.7613476309772921,-1.0215286739330431,-0.8093504254654021,-0.6711639556473624,-0.4968729539088773,0.5000000000000003,-0.8660254037844385,0.5201029239472461,0.9480875316448101,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
517,2017-06-29,23.2475,-0.818570361166331,-1.0783453760553243,-0.8195175701468939,-0.6198567459652511,-0.4226151735052615,0.5000000000000003,-0.8660254037844385,0.5208073317167431,0.9480875316448101,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
518,2017-06-30,23.184583333333332,-0.9627463874801393,-1.134379478974819,-0.8606020775189248,-0.6527929675652147,-0.5713816051922348,0.5000000000000003,-0.8660254037844385,0.5215117394862393,0.9480875316448101,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
519,2017-07-01,23.852500000000003,-1.2613721298809122,-1.293664503381911,-0.8675804359139491,-0.9386944061326581,-0.47509736154727633,1.2246467991473532e-16,-1.0,0.5222161472557363,0.9480875316448101,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
520,2017-07-02,22.93958333333333,-1.3583121412041692,-1.9346654237440257,-0.7934989226210749,-1.2367648623811154,-0.381773394283273,1.2246467991473532e-16,-1.0,0.5229205550252325,0.9480875316448101,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
521,2017-07-03,24.246666666666663,-0.8655767964971466,-1.1127797409779188,-0.8947544407899377,-0.9092820313515209,-0.4673705384512246,1.2246467991473532e-16,-1.0,0.5236249627947295,0.9480875316448101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
522,2017-07-04,24.727500000000003,-0.8347557271776741,-0.8163833362426777,-0.7497802004906586,-0.7989151489858802,-0.690996840653193,1.2246467991473532e-16,-1.0,0.5247473784280491,1.2017759208119712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
523,2017-07-05,25.305833333333336,-0.8400934542665213,-0.8087660373355581,-0.6964489052068298,-0.8092517663211035,-0.6513592416539661,1.2246467991473532e-16,-1.0,0.5258697940613688,0.060178169559746746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
524,2017-07-06,25.914166666666663,-0.8689057015633097,-0.7001673546289213,-0.6323034651254146,-0.8510210972802589,-1.1771344314171317,1.2246467991473532e-16,-1.0,0.5269922096946884,0.060178169559746746,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
525,2017-07-07,26.94,-0.892896776005655,-0.7690882577542958,-0.5648305958755114,-0.8581157755421626,-1.4321195935868427,1.2246467991473532e-16,-1.0,0.528114625328008,0.060178169559746746,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
526,2017-07-08,26.9,-1.2703257366105913,-1.0588325692658538,-0.4510510040308103,-0.7827994228677806,-0.8278218184644496,1.2246467991473532e-16,-1.0,0.5292370409613277,0.060178169559746746,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
527,2017-07-09,27.03708333333333,-1.2384141639073762,-1.0831714044725058,-0.45548757625546177,-0.8857427346017611,-0.6413745806402368,1.2246467991473532e-16,-1.0,0.5303594565946473,0.060178169559746746,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
528,2017-07-10,26.876666666666665,-1.00056963642154,-0.8140094519942258,-0.4402830735272301,-0.7383519683263184,-0.7252156286499942,1.2246467991473532e-16,-1.0,0.531481872227967,0.060178169559746746,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
529,2017-07-11,26.91541666666667,-0.9319253181606668,-0.5888034880724397,-0.45807557671984167,-0.6841317119406432,-1.1127609636753488,1.2246467991473532e-16,-1.0,0.5326878144742706,0.060178169559746746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
530,2017-07-12,26.74791666666667,-0.9978720754196497,-0.7071846608139044,-0.4537776473772104,-0.6189170534802304,-1.0163261975025457,1.2246467991473532e-16,-1.0,0.5338937567205743,0.060178169559746746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
531,2017-07-13,26.55333333333333,-1.0213465956275904,-0.7405233868525981,-0.47235579356793733,-0.550319502073745,-0.9609339072555245,1.2246467991473532e-16,-1.0,0.5350996989668778,0.060178169559746746,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
532,2017-07-14,26.94125,-1.0284635650793865,-0.5642037864648587,-0.4939378688691056,-0.43464335716773866,-0.7296811303094015,1.2246467991473532e-16,-1.0,0.5363056412131815,0.060178169559746746,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
533,2017-07-15,26.794583333333332,-1.2504097011285484,-0.8983736460545823,-0.4509123611487901,-0.43915388109583664,-0.6508574998944822,1.2246467991473532e-16,-1.0,0.5375115834594851,0.060178169559746746,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
534,2017-07-16,26.057083333333335,-1.4228240255898064,-1.5500440022146826,-0.46717979263917797,-0.42369593971725183,-0.9054412686566066,1.2246467991473532e-16,-1.0,0.5387175257057888,-0.06666602502383373,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
535,2017-07-17,26.02333333333333,-1.1436551593516047,-1.0699193913053255,-0.5489790930311842,-0.4417850200538937,-0.9497450660190342,1.2246467991473532e-16,-1.0,0.5399234679520923,1.0749317262283906,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
536,2017-07-18,26.2675,-1.1833724404858228,-1.0803801339825685,-0.5527224508457342,-0.4374154499985486,-0.7618427770923176,1.2246467991473532e-16,-1.0,0.5462242658769039,1.0749317262283906,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
537,2017-07-19,26.420833333333334,-1.1767720252684313,-1.0235373452201948,-0.525640874557759,-0.4563032689474578,-0.6593369356297595,1.2246467991473532e-16,-1.0,0.5525250638017145,1.0749317262283906,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
538,2017-07-20,27.108333333333334,-1.2742859857410265,-0.9621293944415676,-0.5086340143632624,-0.4782450884726836,-0.7020853335377867,1.2246467991473532e-16,-1.0,0.558825861726526,1.0749317262283906,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
539,2017-07-21,27.42,-1.1275271882551958,-0.7011325603123573,-0.4323804292520698,-0.43450240329498574,-0.6457397339477465,1.2246467991473532e-16,-1.0,0.5651266596513367,1.0749317262283906,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
540,2017-07-22,27.0975,-1.3349524108260957,-0.9527642906482259,-0.3978121373349958,-0.45104099103134415,-0.5909495338121062,1.2246467991473532e-16,-1.0,0.5714274575761482,1.2017759208119712,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
541,2017-07-23,26.2075,-1.554660145192838,-1.5306877152657696,-0.4335820008962463,-0.5342037759556454,-0.6261216311519268,1.2246467991473532e-16,-1.0,0.5777282555009589,1.2017759208119712,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
542,2017-07-24,27.090833333333332,-1.1441717135860092,-1.0365545786265389,-0.5322957328947356,-0.5380095305199784,-0.9314314917978722,1.2246467991473532e-16,-1.0,0.5840290534257703,1.2017759208119712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
543,2017-07-25,27.034166666666668,-1.1720656422438558,-0.9394861908409529,-0.43432142960035497,-0.5104765407088817,-1.2497364640144506,1.2246467991473532e-16,-1.0,0.6125923708457878,1.2017759208119712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
544,2017-07-26,26.885416666666668,-1.267570780693767,-1.0308937777263854,-0.4406065735852773,-0.4931861989845069,-0.9000224576541808,1.2246467991473532e-16,-1.0,0.6411556882658059,1.2017759208119712,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
545,2017-07-27,27.578333333333333,-1.2320433283497199,-1.003476718988774,-0.45710507654569893,-0.41566156897032747,-0.7821633183514158,1.2246467991473532e-16,-1.0,0.6697190056858233,1.2017759208119712,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
546,2017-07-28,27.3,-1.249261802829872,-1.26225618871009,-0.3802507056124183,-0.38051707003056606,-0.7932016370600607,1.2246467991473532e-16,-1.0,0.6982823231058415,1.2017759208119712,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
547,2017-07-29,22.942083333333333,-1.3992347155519977,-2.29552191614876,-0.4111218540089495,-0.41688316920085405,-0.8378064794781789,1.2246467991473532e-16,-1.0,0.7268456405258589,1.2017759208119712,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
548,2017-07-30,24.653333333333332,-1.4783823032457637,-2.1998882935682817,-0.894477155025897,-0.5172423266010282,-0.8453827800463856,1.2246467991473532e-16,-1.0,0.755408957945877,1.2017759208119712,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
549,2017-07-31,26.977083333333336,-1.2570675112608742,-1.2636648672751054,-0.7046750495400377,-0.41763492318887047,-0.7649535760011179,1.2246467991473532e-16,-1.0,0.7839722753658944,1.2017759208119712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
550,2017-08-01,27.245,-1.1600127101077493,-0.9268080837558158,-0.4469379318642064,-0.42402483208700864,-0.8748851955040382,-0.4999999999999998,-0.8660254037844388,0.7925496018361179,1.2017759208119712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
551,2017-08-02,27.165833333333335,-1.1344719729621904,-0.8477916509144983,-0.41722214081784487,-0.440798342944622,-0.717488805553943,-0.4999999999999998,-0.8660254037844388,0.801126928306342,1.2017759208119712,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
552,2017-08-03,25.965833333333332,-1.1098495544555729,-1.0720584957929413,-0.4260028566791336,-0.3626629128151795,-0.6595878065095016,-0.4999999999999998,-0.8660254037844388,0.8097042547765655,1.2017759208119712,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
553,2017-08-04,24.63,-1.2063304064593587,-1.509401016949984,-0.55910002341867,-0.3940486418148593,-0.5899460502931381,-0.4999999999999998,-0.8660254037844388,0.8182815812467888,1.2017759208119712,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
554,2017-08-05,24.10166666666667,-1.3424711446824291,-1.4152543328547995,-0.7072630500044176,-0.8854608268562548,-0.5166917534084913,-0.4999999999999998,-0.8660254037844388,0.8268589077170123,1.2017759208119712,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
555,2017-08-06,21.09958333333333,-1.3282946006937706,-1.6979552515412815,-0.7658627748050184,-0.6924949750573247,-0.3931629322235576,-0.4999999999999998,-0.8660254037844388,0.8354362341872364,1.2017759208119712,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
556,2017-08-07,26.124583333333337,-0.8839431692759758,-0.9288167550429669,-1.0988367631238931,-0.4304617256093979,-0.3979796531146032,-0.4999999999999998,-0.8660254037844388,0.8440135606574599,1.2017759208119712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
557,2017-08-08,26.020416666666662,-0.9463888367239947,-0.9349471154647927,-0.541492377402085,-0.4002506122159936,-0.3814723492275834,-0.4999999999999998,-0.8660254037844388,0.8546640069534007,1.2017759208119712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
558,2017-08-09,25.372083333333332,-0.8076653273289015,-0.92884284168306,-0.5530459509037818,-0.40917769082368693,-0.40078940696771304,-0.4999999999999998,-0.8660254037844388,0.8653144532493415,1.2017759208119712,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
559,2017-08-10,25.865416666666665,-0.959073112924373,-0.9537294963316624,-0.6249553923783363,-0.5444934086666186,-0.3961232086045124,-0.4999999999999998,-0.8660254037844388,0.8759648995452823,1.2017759208119712,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
560,2017-08-11,25.930833333333336,-0.9657883179716324,-0.8929476249152641,-0.570237668274305,-0.6951261140153817,-0.41629322733576474,-0.4999999999999998,-0.8660254037844388,0.8866153458412225,1.2017759208119712,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
561,2017-08-12,23.633333333333336,-1.232961646988661,-1.710111625824561,-0.5629820241152395,-0.7547026175656718,-0.4397245675036628,-0.4999999999999998,-0.8660254037844388,0.8972657921371633,1.2017759208119712,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
562,2017-08-13,22.48,-1.2267056012608726,-1.8462578004692736,-0.8178076412686429,-1.0932268352942558,-0.39301240969571255,-0.4999999999999998,-0.8660254037844388,0.9079162384331041,1.2017759208119712,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
563,2017-08-14,26.574583333333333,-0.8329764848147252,-0.6416550209006032,-0.9457288070794195,-0.5265922668269802,-0.4106737196295456,-0.4999999999999998,-0.8660254037844388,0.9185666847290449,1.2017759208119712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
564,2017-08-15,26.38125,-0.74981125307559,-0.6984978096629771,-0.4915809398747595,-0.5383384228897357,-0.4994820110581933,-0.4999999999999998,-0.8660254037844388,0.9136763086242453,1.2017759208119712,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
565,2017-08-16,26.56125,-0.9187244877258832,-0.7730534270484125,-0.5130243722939067,-0.611446498224319,-0.5035461193100134,-0.4999999999999998,-0.8660254037844388,0.9087859325194458,1.2017759208119712,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
